province;red;green;blue;x;x
861;44;192;68;Gandamo;x
862;2;189;195;Arbabni;x
863;42;189;93;Gey;x
864;86;165;191;Zaila;x
865;128;198;69;Gode;x
866;0;186;220;Malao;x
867;168;183;92;Alexandria Erythrea;x
868;43;168;38;Opone;x
869;85;171;166;Xamar;x
870;127;174;39;Marka;x
871;169;177;167;Azania;x
872;43;183;168;Melinde;x
873;85;186;41;Mombasa;x
874;127;189;169;Pemba;x
875;169;192;42;Zanzibar;x
876;85;201;171;Rhapta;x
877;43;198;43;Daochéng;x
878;127;204;44;Kilwa;x
879;169;207;172;Lukuledi;x
880;43;0;173;Xiangqúndao;x
881;84;132;211;Kyaneodásos;x
882;1;108;15;Nótoropédeos;x
883;1;210;45;Makonde;x
884;1;12;175;Angoche;x
885;127;81;59;Niassa;x
886;43;15;48;M'biza;x
887;85;18;176;Sofala;x
888;85;48;181;Manyikeni;x
889;169;24;177;Inhambane;x
890;1;57;55;Kangwane;x
891;127;51;54;Zimbabwe;x
892;169;54;182;Bumbusi;x
893;127;66;184;Zvongombe;x
894;169;69;57;Chidzurgwe;x
895;127;21;49;Tete;x
896;85;63;56;Maravi;x
897;85;78;186;Karonga;x
898;1;72;185;Rukwa;x
899;43;75;58;Tabora;x
900;43;60;183;Ujiji;x
901;43;30;178;Mwanza;x
902;43;45;53;Omusoma;x
903;84;132;6;Turkana;x
904;169;39;52;Buganda;x
905;1;27;50;Rwanda;x
906;127;36;179;Toro;x
907;85;33;51;Bunyoro;x
908;169;90;12;Gulu;x
909;0;126;5;Gondokoro;x
910;44;114;218;Malakal;x
911;126;60;94;Kuajok;x
912;2;159;190;Kosti;x
913;84;57;221;Omdurman;x
914;44;147;188;Napata;x
915;170;93;87;Kordofan;x
916;170;108;217;Nuba;x
917;170;63;82;Darfur;x
918;128;60;185;Ouenat;x
919;170;48;204;Wadai;x
920;42;159;138;Njimi;x
921;42;204;18;Bilma;x
922;126;192;179;Zinder;x
923;0;60;65;Agadez;x
924;43;96;13;Sataspes;x
925;84;3;91;Eweduko;x
926;168;54;227;Accra;x
927;169;120;17;Gourmantché;x
928;17;40;240;Ménaka;x
929;84;45;161;Gao;x
930;0;207;25;Tombuto;x
931;85;39;131;Djoboro;x
932;1;63;135;Aboisso;x
933;0;3;20;Odienné;x
934;52;34;236;Fuuta Jaloo;x
935;100;30;244;Ngabou;x
936;85;114;16;Bamako;x
937;126;48;34;Sagan;x
938;126;90;204;Walata;x
939;84;0;26;Aoudaghost;x
940;127;117;144;Bambuk;x
941;52;30;232;Kambra;x
942;0;23;244;Sanghana;x
943;110;23;248;Shinqit;x
944;85;99;141;Wadan;x
945;127;102;14;Ijil;x
946;43;111;143;Bafur;x
947;2;156;225;Erbania;x
948;2;114;95;Tamarán;x
949;126;201;24;Tenerife;x
950;127;42;4;Satti;x
951;84;198;151;Nul;x
952;42;195;23;Agadir;x
953;0;192;150;Warzazat;x
954;126;186;149;Marrakech;x
955;84;183;21;Sla;x
956;42;180;148;Tingi;x
957;168;174;147;Abyla;x
958;126;171;19;Arif;x
959;0;177;20;Fas;x
960;84;168;146;Tazdayt;x
961;42;165;18;Jerada;x
962;168;159;17;Tala Imsam;x
963;42;150;143;Al-Jaza'er;x
964;0;147;15;Medix;x
965;168;129;12;Tubiret;x
966;0;132;140;Tizi Wezzu;x
967;84;123;11;Bgayet;x
968;0;117;10;Hippo Regius;x
969;168;114;137;Utica;x
970;84;108;136;Carthago;x
971;42;105;8;Hadrumetum;x
972;0;102;135;Al-Qasr;x
973;126;111;9;Thagoust;x
974;42;120;138;Sirta;x
975;126;126;139;Tibeskert;x
976;126;156;144;Tissemsilt;x
977;0;162;145;Naâma;x
978;0;126;210;Saoura;x
979;168;93;77;Sijilmasa;x
980;126;105;79;Taghaza;x
981;42;99;78;Araouane;x
982;53;34;240;Ayar;x
983;169;105;142;Tadmakka;x
984;42;156;173;Ahaggar;x
985;84;51;191;Ghat;x
986;0;0;55;Garama;x
987;168;135;42;Ghadames;x
988;168;99;7;Tacape;x
989;126;141;14;Meninx;x
990;126;96;134;Siburata;x
991;42;90;133;Leptis Magna;x
992;0;87;5;Syrte;x
993;168;84;132;Arae Philaenorum;x
994;84;78;131;Al-Wahat;x
995;126;81;4;Euesperides;x
996;42;75;3;Kyrene;x
997;0;72;130;Tubruq;x
998;168;69;2;Paraetonium;x
999;84;63;1;Alexandria;x
1000;126;66;129;Siwa;x
1001;84;48;226;Memphis;x
1002;0;57;0;Gizah;x
1003;0;42;225;Asyut;x
1004;42;30;223;Dgerja;x
1005;42;60;128;Kharga;x
1006;128;138;59;Daw;x
1007;0;54;185;Medjay;x
1008;109;40;240;Selima;x
1009;61;14;232;Nukheila;x
1010;126;36;224;Makouria;x
1011;2;84;50;Krokola;x
1012;128;93;179;Rhoris;x
1013;169;192;192;Khozdar;x
1014;127;189;64;Frutawah;x
1015;169;12;12;Alexandria Arakhosia;x
1016;85;21;141;Bamyan;x
1017;85;69;136;Baktrianí;x
1018;127;9;139;Nautaca;x
1019;1;15;140;Kondûz;x
1020;43;183;63;Kophes;x
1021;43;168;188;Alexandria Opiana;x
1022;127;174;189;Indós;x
1023;85;171;61;Taxila;x
1024;2;9;165;Serenagosa;x
1025;1;87;210;Sakala;x
1026;1;42;30;Nandanas;x
1027;169;39;157;Pentapotamia;x
1028;43;45;158;Alexandria eistes Indós;x
1029;2;99;180;Sakladasa;x
1030;170;96;52;Khrusopuris;x
1031;84;153;16;Rhorhukhopuris;x
1032;170;81;177;Brákhmanapuris;x
1033;128;78;49;Patala;x
1034;1;195;65;Kachos;x
1035;169;159;177;Dvaraka;x
1036;86;75;176;Anarta;x
1037;127;156;49;Kanishkheia;x
1038;85;201;66;Varodaros;x
1039;1;162;50;Alexandria Gugaratosia;x
1040;127;189;19;Ashopolis;x
1041;169;84;82;Kamanusa;x
1042;169;177;62;Prasthala;x
1043;86;15;166;Lomasa;x
1044;86;21;196;Yamunotri;x
1045;44;18;68;Kavarapolis;x
1046;85;3;151;Plaksha;x
1047;44;102;53;Khurui;x
1048;127;6;24;Indrapolis;x
1049;43;0;23;Matsia;x
1050;1;165;60;Viratopuris;x
1051;127;186;54;Ophiopolis;x
1052;85;186;146;Agata;x
1053;43;198;193;Barugaza;x
1054;44;87;178;Sauraspont;x
1055;43;150;48;Surparaka;x
1056;86;90;51;Matanga;x
1057;169;114;42;Megabasileus;x
1058;128;171;29;Alexandria Ghorastra;x
1059;85;198;56;Gomanta;x
1060;170;174;157;Sopernike;x
1061;169;84;37;Tulunga;x
1062;2;177;30;Kolaputra;x
1063;44;180;158;Kalaos;x
1064;85;78;81;Mohodayapuri;x
1065;127;81;209;Kerala;x
1066;86;183;31;Syanantapuri;x
1067;127;66;34;Alexandria Tamaliana;x
1068;43;195;183;Millinsulae;x
1069;1;120;30;Diva;x
1070;44;42;43;Rajapuri;x
1071;170;189;32;Madura;x
1072;85;63;161;Ramasethu;x
1073;170;51;172;Tamraparni;x
1074;169;99;212;Sinhala;x
1075;86;60;46;Anuradhapuri;x
1076;170;36;42;Subala;x
1077;44;57;173;Lankapuri;x
1078;2;54;45;Nikumbila;x
1079;85;48;31;Trikuta;x
1080;128;48;44;Kaverapuri;x
1081;128;186;159;Srirangam;x
1082;43;60;33;Satyaputra;x
1083;85;78;36;Brahmagiri;x
1084;2;192;160;Mahishapuri;x
1085;85;93;166;Sahya;x
1086;127;96;84;Vanavasi;x
1087;1;102;40;Pampa;x
1088;85;18;71;Kohlapuri;x
1089;85;93;211;Balistali;x
1090;85;123;171;Agastyavati;x
1091;43;90;83;Dandaka;x
1092;85;153;176;Mandabilos;x
1093;128;3;164;Demetria;x
1094;1;210;195;Jamvaka;x
1095;43;0;68;Lava;x
1096;169;162;187;Ujjayani;x
1097;169;54;77;Narmados;x
1098;128;108;54;Palosinos;x
1099;43;120;43;Pratisthana;x
1100;1;117;170;Rastrika;x
1101;43;105;168;Ghodavaros;x
1102;43;15;198;Nrigunta;x
1103;127;96;39;Kuntala;x
1104;169;99;167;Kishkindha;x
1105;44;27;168;Rishyamuka;x
1106;43;90;38;Antiocheia Andara;x
1107;1;87;165;Mahishaka;x
1108;127;81;164;Malyavat;x
1109;128;33;169;Mikroneilos;x
1110;86;45;171;Chola;x
1111;1;72;35;Mylapore;x
1112;86;30;41;Kanchipura;x
1113;43;75;163;Dravida;x
1114;43;75;208;Ahobhilam;x
1115;127;111;169;Udayagiri;x
1116;85;108;41;Musi;x
1117;86;168;156;Asmaka;x
1118;127;126;44;Vakataka;x 
1119;169;129;172;Bochatos;x
1120;1;132;45;Vedapotamia;x
1121;43;60;78;Zopyria;x
1122;127;141;174;Anumakondos;x
1123;127;159;59;Godavaros;x
1124;2;39;170;Indrakila;x
1125;44;210;163;Basileopolis;x
1126;44;195;33;Sauron;x
1127;1;57;205;Telinga;x
1128;169;144;47;Crateropolis;x
1129;2;207;35;Celingeos;x
1130;85;63;206;Megendria;x
1131;86;198;161;Suryopolis;x
1132;1;147;175;Alexandria Jharkanda;x
1133;127;21;199;Odirai;x
1134;169;9;152;Dantapolis;x
1135;1;12;25;Antiocheia Asoka;x
1136;1;12;70;Pataliputra;x
1137;85;201;21;Gaya;x
1138;127;51;204;Amarakanda;x
1139;85;138;46;Sripolis;x
1140;127;66;79;Kondinopolis;x
1141;43;135;173;Vindaya;x
1142;85;3;196;Tripuri;x
1143;169;69;207;Valmykia;x
1144;169;174;52;Savira;x
1145;169;192;147;Antigonopolis;x
1146;127;144;184;Sakambaros;x
1147;127;171;179;Methura;x
1148;127;6;69;Alexandria eistes Ganges;x #Mahoba
1149;1;195;20;Kausambias;x
1150;43;198;148;Asura;x
1151;1;150;185;Benarios;x
1152;169;9;197;Nikatopolis;x
1153;43;15;153;Champopolis;x
1154;44;12;38;Paundros;x
1155;169;24;72;Navadwipa;x
1156;127;21;154;Mlecha;x
1157;43;30;28;Samatamos;x
1158;2;24;40;Alexandria Bengala;x
1159;1;27;155;Prakyatiskos;x
1160;127;162;129;Karatoyos;x
1161;43;30;73;Balipolis;x
1162;85;18;26;Kauzykos;x
1163;86;114;176;Heroprastha;x
1164;43;180;53;Mithila;x
1165;85;186;191;Nepa;x
1166;85;183;181;Kathmandu;x
1167;169;207;22;Ayodhia;x
1168;169;207;67;Phragos;x
1169;85;168;51;Antiocheia Yamuna;x 
1170;127;204;149;Kanekubeia;x
1171;169;147;57;Monotrochos;x
1172;85;156;186;Mesopotamia Indika;x
1173;2;162;155;Kampylia;x
1174;85;141;56;Makandia;x
1175;1;180;190;Alexandria Euttara;x
1176;170;27;197;Haridwara;x
1177;1;210;150;Aechatropolis;x
1178;128;24;69;Usinara;x
1179;1;72;80;Gomateia;x
1180;169;75;87;Alexandria Imaláia;x
1181;44;81;43;Pylabrinthos;x
1182;169;165;2;Changzhug;x
1183;1;168;130;Dinggyê;x
1184;43;96;218;Dingri;x
1185;85;69;86;Gyirong;x
1186;127;72;214;Pama;x
1187;128;63;174;Leh;x
1188;44;72;48;Tsamda;x
1189;170;66;47;Skarrdo;x
1190;2;111;90;Aksai;x
1191;127;6;174;Rudok;x
1192;169;90;217;Gang Tisi;x
1193;42;129;83;Gêrzê;x
1194;44;21;33;Nyima;x
1195;1;93;90;Coqên;x
1196;1;183;5;Kagar;x
1197;85;99;91;Samdruptse;x
1198;2;93;45;Daglivadi;x
1199;127;177;4;Xainza;x
1200;169;9;47;Baingon;x
1201;43;81;88;Lhasa;x
1202;43;171;3;Nagqu;x
1203;170;30;162;Amdo;x
1204;85;174;131;Shuanghu;x
1205;85;3;46;Nagchu;x
1206;170;90;172;Caindam;x
1207;85;129;96;Krorän;x
1208;43;126;223;Yuni;x
1209;1;123;95;Charkhlik;x
1210;85;144;226;Qarqan;x
1211;43;141;98;Niya;x
1212;1;138;225;Keriya;x
1213;1;108;220;Hotan;x
1214;169;105;92;Karghilik;x
1215;169;135;97;Yarkand;x
1216;127;102;219;Kashgar;x
1217;127;132;224;Tumxuk;x
1218;127;207;9;Nan;x
1219;43;111;93;Kuqa;x
1220;85;114;221;Karaxahr;x
1221;127;117;94;Turpan;x
1222;43;123;158;Qumul;x
1223;85;126;31;Sanji;x
1224;128;27;34;Altay;x
1225;86;24;161;Ölgii;x
1226;2;33;35;Zaysan;x
1227;170;60;167;Tyva;x
1228;44;66;168;Narym;x
1229;86;39;36;Biya;x
1230;128;57;39;Yertis;x
1231;44;36;163;Katun;x
1232;85;204;136;Qoqek;x
1233;169;120;222;Luntai;x
1234;85;189;6;Kulja;x
1235;127;192;134;Suidun;x
1236;1;30;15;Alatau;x
1237;43;33;143;Talkhiz;x
1238;127;129;159;Karatal;x
1239;169;132;32;Ili;x
1240;85;36;16;Almatu;x
1241;127;147;99;Suyab;x
1242;169;150;227;Taraz;x
1243;1;135;160;Alexandria Ferghana;x
1244;43;3;138;Balkhash;x
1245;1;165;165;Imakia;x
1246;85;156;36;Qaragandi;x
1247;43;153;163;Shieli;x
1248;127;57;134;Ataqum;x
1249;127;144;34;Shavgar;x
1250;43;138;33;Kumkent;x
1251;85;141;161;Ispindjab;x
1252;85;6;11;Otrar;x
1253;169;147;162;Simkent;x
1254;43;66;8;Marakanda;x
1255;169;210;137;Panchekanth;x
1256;1;0;10;Chachkand;x
1257;43;201;8;Khavakend;x
1258;169;42;17;Andizhan;x
1259;127;39;144;Osh;x
1260;43;186;133;Özgön;x
1261;127;24;14;Tashkorghan;x
1262;2;69;175;Sargin;x
1263;86;105;181;Chitral;x
1264;109;16;244;T.I. Serica;x
1265;0;84;40;Madkasjo;x
1266;168;51;162;Islandströndin;x
1267;42;57;163;Mare Thule;x
1268;168;171;182;Færeyskrsærinn;x
1269;84;75;166;Petlandsfjörð;x 
1270;168;81;167;Skotlandsfjörð;x
1271;84;165;181;Muir Éireann;x
1272;126;168;54;Muir an Iarthair;x
1273;42;6;98;Muir Theas;x
1274;42;162;53;Mare Interterra;x
1275;0;174;55;Mare Celtae;x
1276;42;177;183;Pleg-mor Gwaskogn;x
1277;42;27;158;Mare Gallaecum;x
1278;0;24;30;Sinus Cantabrorum;x
1279;168;21;157;Promonturium Finisterra;x
1280;42;12;28;Mare Lusitani;x
1281;0;9;155;Al-Xalij al-Qadis;x
1282;84;180;56;Mare Tenebrosum;x
1283;42;210;153;Mare Canis;x
1284;0;39;160;Mare Mauritaniae;x
1285;44;132;58;Geeji Senegaali;x
1286;2;129;185;Bologaanye Kalle;x
1287;170;126;57;Geeji Odienné;x
1288;128;123;184;Geeji Wagadu;x
1289;86;120;56;Mare Sataspei;x
1290;240;240;240;Zulu Ulwandle;x
1291;10;10;10;Nesoukerkopethikos Thalassa;x
1292;169;81;72;Porthmou Nesoukerkopethikos;x
1293;127;78;199;Xiangqúndao Hai;x
1294;85;75;71;Draya Zanzibar;x
1295;1;99;75;Antigonos Kólpos;x
1296;43;72;198;Akrogialiás Azania;x
1297;169;96;202;Notos Erythra Thalassa;x
1298;1;69;70;Keras tis Aithiopia;x
1299;1;84;200;Vóreia Erythra Thalassa;x
1300;43;87;73;Sindhia Thalassa;x
1301;127;93;74;Indike Okeanos;x
1302;85;90;201;Mare Divanorum;x
1303;43;27;63;Kephlana Thalassa;x
1304;85;15;61;Alexandros Okeanos;x
1305;1;24;190;Mahodadhi;x
1306;169;21;62;Bengala Kólpos;x
1307;127;18;189;Epandereia Thalassa;x
1308;43;210;58;Akabos Kólpos;x
1309;85;0;186;Ganges Deltai;x
1310;127;3;59;Akrogialiás Orissa;x
1311;169;6;187;Chola Sagar;x
1312;85;30;191;Lakshadweep Nilamunai;x
1313;127;33;64;Malapar Katarkarai;x
1314;169;36;192;Sapta-Konkan;x
1315;1;39;65;Gugaratos Kólpos;x
1316;43;42;193;Indós Kólpos;x
1317;85;45;66;Tangeh-ye Hormuz;x
1318;127;48;194;Daryâye Pârsa;x
1319;169;51;67;Halidj 'Uman;x
1320;1;54;195;Sahel al-Mahra;x
1321;43;57;68;Halidj Saba;x
1322;170;111;182;Steno tou Eudaemon;x
1323;127;63;69;Sinus Arabicus;x
1324;169;66;197;Al-Bahr al-Ahmar;x
1325;168;48;197;Sinus Alexandriae;x
1326;0;51;70;Ora Ortus Solis;x
1327;0;66;200;Mare Issicum;x
1328;42;69;73;Sinus Seleucis;x
1329;42;54;198;Mare Orientis;x
1330;126;45;69;Mare Apolloniae;x
1331;168;18;192;Syrtis Maior;x
1332;126;15;64;Mare Tripolitaniae;x
1333;84;12;191;Sinus Carthaginis;x
1334;84;195;186;Ora Numidiae;x
1335;126;198;59;Mare de Mesu;x
1336;42;192;58;Mare Balearicum;x
1337;42;42;33;Mare Carthaginis Novis;x
1338;126;183;184;Columnae Herculis;x
1339;0;189;185;Sinus Valentiae;x
1340;168;201;187;Sinus Gallicus;x
1341;42;207;188;Ora Nicaeae;x
1342;84;210;61;Sinus Liguriae;x
1343;168;3;62;Mare Sardiniae;x
1344;126;0;189;Mare Tyrrhenum;x
1345;0;6;190;Mare Siciliae;x
1346;0;21;65;Sinus Tarentinus;x
1347;168;33;67;Sinus Venetius;x
1348;126;30;194;Mare Hadriaticum;x
1349;84;27;66;Alveo Hydruntem;x
1350;42;24;193;Ionio Pelayos;x
1351;84;42;196;Mare Alexandros;x
1352;84;30;31;Saronikós Kólpos;x
1353;42;39;68;Rhódos Kólpos;x
1354;0;54;35;Thermaikós Kólpos;x
1355;0;36;195;Thrakiko Pelayos;x
1356;84;72;201;Hellespontos;x
1357;126;75;74;Dionysopolis Kólpos;x
1358;168;78;202;Euxeinos Pontos;x
1359;0;81;75;Pontos Kólpos;x
1360;42;84;203;Axeinos Pontos;x
1361;84;87;76;Maiotis;x
1362;44;117;183;Mare Glaciale;x
1363;42;18;3;Norrœnnportene;x
1364;2;114;55;Pechora;x
1365;84;150;51;Vienanmeri;x
1366;84;60;36;Pohjois-Atlantin;x
1367;168;66;37;Norðrsær;x
1368;0;99;170;Septentrionalis Oceanus;x
1369;126;63;164;Bjorgvinfirðir;x
1370;42;72;38;Morimarusa;x
1371;0;69;165;Mare Germanicum;x
1372;42;87;168;Linne Foirthe;x
1373;84;90;41;Ora Britanniae;x
1374;126;93;169;Metaris Æstuarium;x
1375;126;78;39;Waddenzee;x
1376;126;153;179;Oceanus Britannicus;x
1377;168;156;52;Soluente;x
1378;168;6;27;Sinus Normanicus;x
1379;126;18;29;Oceanus Hibernicus;x
1380;0;159;180;Mare Cornovii;x
1381;168;36;32;Lenn-vor Kernev;x
1382;84;105;171;Halliglandbocht;x
1383;126;108;44;Jótlandshaf;x
1384;42;102;43;Eyrarsund;x
1385;0;114;45;Hanöbukten;x
1386;168;111;172;Zatoka Gyddanyzc;x
1387;42;117;173;Väinameri;x
1388;126;123;174;Suomenlahti;x
1389;84;120;46;Ahvalandhaf;x
1390;0;129;175;Helsingjabotn;x
1391;168;126;47;Pohjanlahti;x
1392;0;204;60;Lacus Lausonius;x
1393;126;90;149;Lacus Brigantinus;x
1394;42;147;178;Vænir;x
1395;0;144;50;Vätterlaka;x
1396;168;141;177;Hjälmaren;x
1397;168;204;152;Järvi-Suomi;x
1398;84;57;71;Peipsi Järvi;x
1399;42;132;48;Aldeigja;x
1400;126;12;99;Äänisjärvi;x
1401;43;63;43;Ilmajärvi;x
1402;0;111;80;Limne Gennesaret;x
1403;42;114;208;Yam ha-Melah;x
1404;170;120;177;Chad;x
1405;2;123;50;Tsana;x
1406;44;126;178;Anam a Cheper;x
1407;128;132;179;Nyanza;x
1408;86;129;51;Bunyoro;x
1409;170;135;52;Bakonzo;x
1410;2;138;180;Kivu;x
1411;44;141;53;Liemba;x
1412;86;144;181;Mweru;x
1413;128;147;54;Nyasa;x
1414;170;150;182;Tharthar;x
1415;2;153;55;Vana Lich;x
1416;44;156;183;Matiene;x
1417;86;6;66;Sevana Lich;x
1418;169;210;32;Darya-ye Mazandaran;x
1419;0;96;205;Hyrcanos Okeanos;x
1420;85;204;31;Darya-i Xazar;x
1421;168;108;207;Kara-Bogaz-Gol;x
1422;86;159;56;Sarykamysh;x
1423;168;63;72;Aral Teniz;x
1424;128;162;184;Aydarkul;x
1425;170;165;57;Balkhash;x
1426;2;168;185;Issyk Kul;x
1427;44;171;58;Alakol;x
1428;86;174;186;Zaisan;x
1429;2;6;200;Baghrash Köli;x
1430;44;9;73;Lop Nur;x
1431;2;0;65;Sêling Co;x
1432;44;3;193;Namtso;x
1433;86;12;201;NileTrib1;x
1434;128;15;74;NileTrib2;x
1435;170;18;202;NileTrib3;x
1436;2;21;75;NileDelta;x
1437;44;24;203;Nile1;x
1438;86;27;76;Nile2;x
1439;128;30;204;Nile3;x
1440;170;33;77;Nile4;x
1441;2;36;205;Nile5;x
1442;44;39;78;Nile6;x
1443;86;42;206;Nile7;x
1444;128;45;79;Nile8;x
1445;170;48;207;Nile9;x
1446;2;51;80;BlueNile1;x
1447;44;54;208;BlueNile2;x
1448;86;57;81;BlueNile3;x
1449;128;60;209;BlueNile4;x
1450;86;210;71;WhiteNile1;x
1451;126;132;64;WhiteNile2;x
1452;2;66;210;WhiteNile3;x
1453;44;69;83;WhiteNile4;x
1454;86;72;211;WhiteNile5;x
1455;128;0;199;Indus1;x
1456;128;75;84;Indus2;x
1457;170;78;212;Indus3;x
1458;2;81;85;Indus4;x
1459;170;3;72;GangesTrib1;x
1460;44;84;213;GangesTrib2;x
1461;86;87;86;Ganges1;x
1462;128;90;214;Ganges2;x
1463;168;144;142;Ganges3;x
1464;2;96;215;Ganges4;x
1465;44;99;88;Ganges5;x
1466;86;102;216;Ganges6;x
1467;128;105;89;Ganges7;x
1468;85;126;181;Garonne1;x
1469;127;129;54;Garonne2;x
1470;169;135;147;Loire1;x
1471;1;138;20;Loire2;x
1472;43;141;148;Seine1;x
1473;85;144;21;Seine2;x
1474;127;147;149;Rhine1;x
1475;169;150;22;Rhine2;x
1476;1;153;150;Rhine3;x
1477;43;156;23;Elbe1;x
1478;85;159;151;Elbe2;x
1479;127;162;24;Elbe3;x
1480;169;165;152;Elbe4;x
1481;1;168;25;Elbe5;x
1482;43;171;153;Vistula1;x
1483;85;174;26;Vistula2;x
1484;127;177;154;Vistula3;x
1485;169;180;27;Vistula4;x
1486;1;183;155;Vistula5;x
1487;1;45;40;Daugava1;x
1488;43;48;168;Daugava2;x
1489;85;51;41;Daugava3;x
1490;127;54;169;Neva1;x
1491;1;60;170;Volkhov1;x
1492;85;66;171;Lovat1;x
1493;169;57;42;Svir1;x
1494;43;108;178;Sheksna1;x
1495;1;105;50;Sheksna2;x
1496;85;81;46;Volga1;x
1497;127;84;174;Volga2;x
1498;169;87;47;Volga3;x
1499;1;90;175;Volga4;x
1500;43;93;48;Volga5;x
1501;85;96;176;Volga6;x
1502;127;99;49;Volga7;x
1503;169;102;177;Volga8;x
1504;1;120;180;Volga9;x
1505;43;123;53;Volga10;x
1506;85;111;51;Oka1;x
1507;127;114;179;Oka2;x
1508;169;117;52;Oka3;x
1509;127;69;44;Don1;x
1510;169;72;172;Don2;x
1511;1;75;45;Don3;x
1512;43;78;173;Don4;x
1513;1;15;35;Dnieper1;x
1514;43;18;163;Dnieper2;x
1515;85;21;36;Dnieper3;x
1516;43;33;38;Dnieper4;x
1517;85;36;166;Dnieper5;x
1518;127;39;39;Dnieper6;x
1519;127;24;164;Desna1;x
1520;169;27;37;Desna2;x
1521;1;30;165;Desna3;x
1522;169;42;167;Pripyat1;x
1523;43;186;28;Dniester1;x
1524;85;189;156;Dniester2;x
1525;127;192;29;Danube1;x
1526;169;195;157;Danube2;x
1527;1;198;30;Danube3;x
1528;43;201;158;Danube4;x
1529;127;207;159;Danube5;x
1530;1;0;160;Danube6;x
1531;43;3;33;Danube7;x
1532;85;6;161;Danube8;x
1533;127;9;34;Danube9;x
1534;169;12;162;Danube10;x
1535;128;9;194;Norðrhafið;x
1536;168;189;22;Canalis Sinaticus;x

# 897;1;48;5;Ryn Desert;x
# 934;1;135;55;Lepiel;x
# 935;43;138;183;Amalfi;x
# 936;2;117;20;Harima;x
# 937;44;120;148;Izumo;x
# 938;86;123;21;Bingo;x
# 939;128;126;149;Iwami;x
# 940;170;129;22;Aki;x
# 941;2;132;150;Nagato;x
# 942;44;135;23;Awa;x
# 943;86;138;151;Tosa;x
# 944;128;141;24;Iyo;x
# 945;170;144;152;Bungo;x
# 946;2;147;25;Chikuzen;x
# 947;44;150;153;Hizen;x
# 948;86;153;26;Hyuga;x
# 949;128;156;154;Higo;x
# 950;170;159;27;Satsuma;x
# 952;44;165;28;Chatigama;x
# 964;128;201;34;Pragjyotisa;x
# 965;170;204;162;Haruppesvara;x
# 968;86;0;36;Laksmanavati;x
# 970;170;6;37;Anahilapataka;x
# 974;128;18;39;Charaideo;x
# 975;170;21;167;Sriparvata;x
# 1009;43;153;58;Udayapura;x
# 1026;127;204;194;Valabhi;x
# 1038;1;27;200;Srihatta;x
# 1040;85;33;201;Dimapur;x
# 1041;127;36;74;Kundina;x
# 1042;169;39;202;Maibang;x
# 1043;1;42;75;Thandwe;x
# 1044;43;45;203;Vaisali;x
# 1045;85;48;76;Khampat;x
# 1063;1;102;85;Pagan;x
# 1064;1;24;135;Kyaukse;x
# 1065;85;108;86;Pegu;x
# 1066;127;111;214;Dagon;x
# 1067;169;114;87;Martaban;x
# 1068;1;117;215;Thaton;x
# 1069;43;120;88;Hariphunchai;x
# 1070;85;123;216;Lavodapura;x
# 1071;127;126;89;U Thong;x
# 1072;169;129;217;Ratchaburi;x
# 1073;1;132;90;Phetchaburi;x
# 1074;43;135;218;Nakhon Pathom;x
# 1075;85;138;91;Chaiya;x
# 1076;127;141;219;Nakhon Si Thammarat;x
# 1077;169;144;92;Kedaram;x
# 1078;1;147;220;Wiang-jun;x
# 1079;43;150;93;Si Thep;x
# 1080;85;153;221;Phimai;x
# 1081;127;156;94;Angkor Wat;x
# 1082;169;159;222;Banteay Srei;x
# 1083;1;162;95;Hariharalaya;x
# 1084;43;165;223;Preah Vihear;x
# 1085;85;168;96;Champassak;x
# 1086;127;171;224;Stung Treng;x
# 1087;169;174;97;Sambor Prei Kuk;x
# 1088;1;177;225;Wat Nokor;x
# 1089;43;180;98;Angkor Borei;x
# 1090;85;183;226;Oc Eo;x
# 1091;127;186;99;Prey Nokor;x
# 1092;169;189;227;Panduranga;x
# 1093;1;192;0;Kauthara;x
# 1094;43;195;128;Vijaya;x
# 1095;85;198;1;Indrapura;x
# 1096;127;201;129;Amaravati;x
# 1097;169;204;2;Ha Tinh;x
# 1098;1;207;130;Ke Van;x
# 1099;43;210;3;Thanh Hoa;x
# 1100;85;0;131;Hoanya;x
# 1101;127;3;4;Thang Long;x
# 1102;169;6;132;Xiangkhouang;x
# 1103;1;9;5;Luang Prabang;x
# 1104;43;12;133;Nan;x
# 1105;85;15;6;Sukhothai;x
# 1106;127;18;134;Phitsanulok;x
# 1107;169;21;7;Nakhon Sawan;x
# 1108;43;105;213;Ava;x
# 1109;43;27;8;Lampang;x
# 1110;85;30;136;Chiang Mai;x
# 1111;127;33;9;Chiang Rai;x
# 1112;169;36;137;Phayao;x
# 1113;1;39;10;Mergui;x
# 1114;43;42;138;Bassein;x
# 1115;85;45;11;Prome;x
# 1116;127;48;139;Minbu;x
# 1117;169;51;12;Tagaung;x
# 1118;1;54;140;Bhamo;x
# 1119;43;57;13;Ngapudaw;x
# 1120;85;60;141;Mogaung;x
# 1121;127;63;14;Yawnghwe;x
# 1122;169;66;142;Ann;x
# 1123;1;69;15;Taungoo;x
# 1124;43;72;143;Ngoenyang;x
# 1125;85;75;16;Chaiyaphum;x
# 1126;127;78;144;Muang Fa Daet;x
# 1127;169;81;17;Phanat Nikhon;x
# 1128;1;84;145;Dong Lakhon;x
# 1129;43;87;18;Dong Si Maha Phot;x
